"GEO_ID","NAME","H016G001","H016G002","H016G003","H016G004","H016G005","H016G006","H016G007","H016G008","H016G009","H016G010","H016G011","H016G012","H016G013","H016G014","H016G015","H016G016","H016G017"
"8710000US3612835","ZCTA5 12835, New York","10","6","1","3","2","0","0","0","0","4","3","1","0","0","0","0","0"
"8710000US3612836","ZCTA5 12836, New York","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612837","ZCTA5 12837, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612838","ZCTA5 12838, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612839","ZCTA5 12839, New York","43","16","4","4","2","3","3","0","0","27","10","6","6","4","0","1","0"
"8710000US3612841","ZCTA5 12841, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612842","ZCTA5 12842, New York","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"8710000US3612843","ZCTA5 12843, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612844","ZCTA5 12844, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612845","ZCTA5 12845, New York","16","6","1","4","0","1","0","0","0","10","4","5","0","0","0","1","0"
"8710000US3612846","ZCTA5 12846, New York","16","10","3","1","2","2","1","0","1","6","2","2","0","1","0","0","1"
"8710000US3612847","ZCTA5 12847, New York","4","3","3","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612849","ZCTA5 12849, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612850","ZCTA5 12850, New York","18","12","3","3","2","4","0","0","0","6","3","1","2","0","0","0","0"
"8710000US3612851","ZCTA5 12851, New York","3","2","0","1","0","1","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612852","ZCTA5 12852, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612853","ZCTA5 12853, New York","5","4","0","3","0","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612855","ZCTA5 12855, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612856","ZCTA5 12856, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612857","ZCTA5 12857, New York","5","4","2","1","0","0","1","0","0","1","1","0","0","0","0","0","0"
"8710000US3612858","ZCTA5 12858, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612859","ZCTA5 12859, New York","6","5","2","0","2","0","1","0","0","1","0","0","1","0","0","0","0"
"8710000US3612860","ZCTA5 12860, New York","2","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612861","ZCTA5 12861, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612862","ZCTA5 12862, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612863","ZCTA5 12863, New York","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612864","ZCTA5 12864, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612865","ZCTA5 12865, New York","13","10","2","5","0","1","1","1","0","3","0","2","0","0","1","0","0"
"8710000US3612866","ZCTA5 12866, New York","163","66","13","25","13","8","7","0","0","97","38","29","13","11","5","1","0"
"8710000US3612870","ZCTA5 12870, New York","5","3","0","0","1","1","1","0","0","2","0","0","0","1","1","0","0"
"8710000US3612871","ZCTA5 12871, New York","8","6","2","1","2","1","0","0","0","2","1","1","0","0","0","0","0"
"8710000US3612872","ZCTA5 12872, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612873","ZCTA5 12873, New York","3","2","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0"
"8710000US3612874","ZCTA5 12874, New York","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612878","ZCTA5 12878, New York","9","7","3","3","0","0","1","0","0","2","0","0","1","0","1","0","0"
"8710000US3612883","ZCTA5 12883, New York","19","10","2","2","1","3","2","0","0","9","7","0","0","0","1","1","0"
"8710000US3612884","ZCTA5 12884, New York","4","3","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0"
"8710000US3612885","ZCTA5 12885, New York","13","7","2","1","2","0","0","2","0","6","3","2","0","1","0","0","0"
"8710000US3612886","ZCTA5 12886, New York","2","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3612887","ZCTA5 12887, New York","17","11","0","7","1","3","0","0","0","6","0","1","2","1","1","0","1"
"8710000US3612901","ZCTA5 12901, New York","173","53","16","19","7","5","5","1","0","120","45","38","24","11","2","0","0"
"8710000US3612903","ZCTA5 12903, New York","4","3","1","2","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612910","ZCTA5 12910, New York","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612911","ZCTA5 12911, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612912","ZCTA5 12912, New York","14","9","4","3","2","0","0","0","0","5","1","2","0","2","0","0","0"
"8710000US3612913","ZCTA5 12913, New York","8","7","1","2","2","1","0","1","0","1","1","0","0","0","0","0","0"
"8710000US3612914","ZCTA5 12914, New York","5","3","2","0","0","0","1","0","0","2","1","1","0","0","0","0","0"
"8710000US3612916","ZCTA5 12916, New York","3","2","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0"
"8710000US3612917","ZCTA5 12917, New York","5","4","1","0","2","1","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612918","ZCTA5 12918, New York","5","3","1","1","1","0","0","0","0","2","0","1","1","0","0","0","0"
"8710000US3612919","ZCTA5 12919, New York","17","9","2","1","3","3","0","0","0","8","3","0","0","2","1","2","0"
"8710000US3612920","ZCTA5 12920, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612921","ZCTA5 12921, New York","7","4","3","1","0","0","0","0","0","3","1","2","0","0","0","0","0"
"8710000US3612922","ZCTA5 12922, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612923","ZCTA5 12923, New York","4","3","0","1","1","1","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612924","ZCTA5 12924, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612926","ZCTA5 12926, New York","4","4","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612927","ZCTA5 12927, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612928","ZCTA5 12928, New York","7","3","1","2","0","0","0","0","0","4","2","0","1","1","0","0","0"
"8710000US3612929","ZCTA5 12929, New York","7","2","2","0","0","0","0","0","0","5","2","1","1","0","1","0","0"
"8710000US3612930","ZCTA5 12930, New York","5","5","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612932","ZCTA5 12932, New York","3","1","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0"
"8710000US3612933","ZCTA5 12933, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612934","ZCTA5 12934, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612935","ZCTA5 12935, New York","4","4","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612936","ZCTA5 12936, New York","4","3","1","2","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612937","ZCTA5 12937, New York","14","8","1","4","1","2","0","0","0","6","1","1","1","1","1","1","0"
"8710000US3612939","ZCTA5 12939, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612941","ZCTA5 12941, New York","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612942","ZCTA5 12942, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612943","ZCTA5 12943, New York","3","2","0","1","1","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612944","ZCTA5 12944, New York","23","14","1","8","3","1","1","0","0","9","2","3","3","0","1","0","0"
"8710000US3612945","ZCTA5 12945, New York","4","3","2","0","0","1","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612946","ZCTA5 12946, New York","15","8","1","1","3","2","1","0","0","7","4","2","0","1","0","0","0"
"8710000US3612950","ZCTA5 12950, New York","4","1","1","0","0","0","0","0","0","3","1","2","0","0","0","0","0"
"8710000US3612952","ZCTA5 12952, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612953","ZCTA5 12953, New York","29","14","4","3","4","1","1","1","0","15","6","1","2","2","1","0","3"
"8710000US3612955","ZCTA5 12955, New York","3","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612956","ZCTA5 12956, New York","4","2","1","1","0","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612957","ZCTA5 12957, New York","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612958","ZCTA5 12958, New York","2","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612959","ZCTA5 12959, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612960","ZCTA5 12960, New York","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612961","ZCTA5 12961, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612962","ZCTA5 12962, New York","14","9","3","3","1","0","1","0","1","5","2","2","1","0","0","0","0"
"8710000US3612964","ZCTA5 12964, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612965","ZCTA5 12965, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612966","ZCTA5 12966, New York","13","11","3","2","1","2","3","0","0","2","1","0","1","0","0","0","0"
"8710000US3612967","ZCTA5 12967, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612969","ZCTA5 12969, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612970","ZCTA5 12970, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612972","ZCTA5 12972, New York","20","11","3","3","1","2","2","0","0","9","3","1","2","1","2","0","0"
"8710000US3612973","ZCTA5 12973, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612974","ZCTA5 12974, New York","9","5","2","3","0","0","0","0","0","4","2","0","0","1","1","0","0"
"8710000US3612975","ZCTA5 12975, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612976","ZCTA5 12976, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612977","ZCTA5 12977, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612978","ZCTA5 12978, New York","2","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612979","ZCTA5 12979, New York","6","2","1","1","0","0","0","0","0","4","4","0","0","0","0","0","0"
"8710000US3612980","ZCTA5 12980, New York","5","5","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612981","ZCTA5 12981, New York","10","6","0","2","1","2","0","1","0","4","1","1","2","0","0","0","0"
"8710000US3612983","ZCTA5 12983, New York","27","8","2","4","0","2","0","0","0","19","7","8","3","1","0","0","0"
"8710000US3612985","ZCTA5 12985, New York","3","2","0","2","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612986","ZCTA5 12986, New York","9","5","1","3","0","0","1","0","0","4","4","0","0","0","0","0","0"
"8710000US3612987","ZCTA5 12987, New York","3","1","0","1","0","0","0","0","0","2","0","2","0","0","0","0","0"
"8710000US3612989","ZCTA5 12989, New York","4","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612992","ZCTA5 12992, New York","8","7","0","3","0","4","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612993","ZCTA5 12993, New York","7","1","0","1","0","0","0","0","0","6","3","2","1","0","0","0","0"
"8710000US3612996","ZCTA5 12996, New York","9","7","2","3","2","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612997","ZCTA5 12997, New York","7","4","3","0","0","1","0","0","0","3","3","0","0","0","0","0","0"
"8710000US3612998","ZCTA5 12998, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613020","ZCTA5 13020, New York","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"8710000US3613021","ZCTA5 13021, New York","145","46","11","12","8","8","6","1","0","99","31","19","27","13","6","2","1"
"8710000US3613024","ZCTA5 13024, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613026","ZCTA5 13026, New York","9","6","0","4","1","1","0","0","0","3","0","2","1","0","0","0","0"
"8710000US3613027","ZCTA5 13027, New York","98","48","7","12","9","14","4","2","0","50","20","15","7","4","3","1","0"
"8710000US3613028","ZCTA5 13028, New York","2","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"8710000US3613029","ZCTA5 13029, New York","29","19","1","6","5","5","1","1","0","10","3","2","5","0","0","0","0"
"8710000US3613030","ZCTA5 13030, New York","13","8","1","1","2","4","0","0","0","5","0","2","1","2","0","0","0"
"8710000US3613031","ZCTA5 13031, New York","37","20","1","4","7","2","4","1","1","17","4","3","2","7","1","0","0"
"8710000US3613032","ZCTA5 13032, New York","37","19","4","9","3","2","1","0","0","18","13","3","2","0","0","0","0"
"8710000US3613033","ZCTA5 13033, New York","17","13","4","6","1","1","1","0","0","4","0","2","1","0","1","0","0"
"8710000US3613034","ZCTA5 13034, New York","2","1","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613035","ZCTA5 13035, New York","12","11","1","1","2","5","1","1","0","1","1","0","0","0","0","0","0"
"8710000US3613036","ZCTA5 13036, New York","24","16","6","3","4","2","1","0","0","8","4","1","1","2","0","0","0"
"8710000US3613037","ZCTA5 13037, New York","26","14","1","7","2","3","1","0","0","12","3","2","2","4","1","0","0"
"8710000US3613039","ZCTA5 13039, New York","36","27","2","6","9","3","5","1","1","9","4","3","2","0","0","0","0"
"8710000US3613040","ZCTA5 13040, New York","10","7","1","4","0","2","0","0","0","3","1","0","0","0","1","0","1"
"8710000US3613041","ZCTA5 13041, New York","30","25","6","7","4","2","2","3","1","5","0","2","1","2","0","0","0"
"8710000US3613042","ZCTA5 13042, New York","6","6","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613044","ZCTA5 13044, New York","6","3","0","2","0","1","0","0","0","3","0","2","0","1","0","0","0"
"8710000US3613045","ZCTA5 13045, New York","136","44","10","11","9","9","3","2","0","92","29","26","17","10","6","2","2"
"8710000US3613051","ZCTA5 13051, New York","2","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0"
"8710000US3613052","ZCTA5 13052, New York","4","3","1","2","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613053","ZCTA5 13053, New York","25","12","3","7","2","0","0","0","0","13","3","2","1","7","0","0","0"
"8710000US3613054","ZCTA5 13054, New York","4","2","1","0","1","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3613057","ZCTA5 13057, New York","59","32","6","11","6","4","3","1","1","27","9","7","7","2","1","0","1"
"8710000US3613060","ZCTA5 13060, New York","10","8","4","1","3","0","0","0","0","2","0","1","0","0","0","0","1"
"8710000US3613061","ZCTA5 13061, New York","2","1","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613062","ZCTA5 13062, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613063","ZCTA5 13063, New York","4","3","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3613064","ZCTA5 13064, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613066","ZCTA5 13066, New York","50","34","5","10","5","11","3","0","0","16","4","7","3","1","0","1","0"
"8710000US3613068","ZCTA5 13068, New York","38","17","2","5","3","6","0","1","0","21","8","4","2","2","2","2","1"
"8710000US3613069","ZCTA5 13069, New York","86","40","8","14","10","3","3","1","1","46","18","11","5","4","5","2","1"
"8710000US3613071","ZCTA5 13071, New York","4","2","0","1","0","1","0","0","0","2","0","1","0","0","1","0","0"
"8710000US3613072","ZCTA5 13072, New York","2","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613073","ZCTA5 13073, New York","23","19","3","5","5","1","2","3","0","4","2","0","1","0","0","1","0"
"8710000US3613074","ZCTA5 13074, New York","10","6","2","1","0","2","0","1","0","4","1","2","0","0","1","0","0"
"8710000US3613076","ZCTA5 13076, New York","4","4","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3613077","ZCTA5 13077, New York","9","3","2","1","0","0","0","0","0","6","2","0","1","3","0","0","0"
"8710000US3613078","ZCTA5 13078, New York","32","28","2","4","8","7","3","2","2","4","1","1","2","0","0","0","0"
"8710000US3613080","ZCTA5 13080, New York","8","3","1","2","0","0","0","0","0","5","2","3","0","0","0","0","0"
"8710000US3613081","ZCTA5 13081, New York","5","2","0","1","0","1","0","0","0","3","0","0","1","0","1","0","1"
"8710000US3613082","ZCTA5 13082, New York","12","11","3","2","2","1","1","2","0","1","0","1","0","0","0","0","0"
"8710000US3613083","ZCTA5 13083, New York","6","5","3","1","0","0","0","0","1","1","1","0","0","0","0","0","0"
"8710000US3613084","ZCTA5 13084, New York","19","11","1","4","4","2","0","0","0","8","3","3","2","0","0","0","0"
"8710000US3613087","ZCTA5 13087, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613088","ZCTA5 13088, New York","82","34","6","6","9","7","2","0","4","48","20","14","6","5","2","1","0"
"8710000US3613090","ZCTA5 13090, New York","137","65","8","15","17","12","9","2","2","72","17","27","12","8","3","3","2"
"8710000US3613092","ZCTA5 13092, New York","5","4","0","1","3","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3613101","ZCTA5 13101, New York","12","8","1","4","2","0","1","0","0","4","0","2","0","2","0","0","0"
"8710000US3613102","ZCTA5 13102, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613103","ZCTA5 13103, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613104","ZCTA5 13104, New York","48","31","4","8","4","8","4","2","1","17","7","5","0","3","1","1","0"
"8710000US3613108","ZCTA5 13108, New York","17","12","2","5","0","0","4","1","0","5","2","1","0","1","1","0","0"
"8710000US3613110","ZCTA5 13110, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613111","ZCTA5 13111, New York","6","2","0","1","1","0","0","0","0","4","0","1","2","0","1","0","0"
"8710000US3613112","ZCTA5 13112, New York","4","4","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613113","ZCTA5 13113, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3613114","ZCTA5 13114, New York","23","14","3","6","1","3","1","0","0","9","3","3","1","2","0","0","0"
"8710000US3613115","ZCTA5 13115, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613116","ZCTA5 13116, New York","4","2","0","1","0","1","0","0","0","2","0","0","1","0","1","0","0"
"8710000US3613117","ZCTA5 13117, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613118","ZCTA5 13118, New York","8","6","1","3","0","1","0","1","0","2","0","0","1","0","0","0","1"
"8710000US3613120","ZCTA5 13120, New York","15","11","4","2","2","1","2","0","0","4","0","2","2","0","0","0","0"
"8710000US3613122","ZCTA5 13122, New York","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613123","ZCTA5 13123, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613124","ZCTA5 13124, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613126","ZCTA5 13126, New York","94","37","7","10","10","4","4","1","1","57","18","16","12","5","4","1","1"
"8710000US3613131","ZCTA5 13131, New York","10","6","0","2","3","1","0","0","0","4","1","0","1","0","1","1","0"
"8710000US3613132","ZCTA5 13132, New York","9","8","2","4","1","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613134","ZCTA5 13134, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613135","ZCTA5 13135, New York","21","14","2","6","2","2","1","0","1","7","2","3","1","0","1","0","0"
"8710000US3613136","ZCTA5 13136, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613138","ZCTA5 13138, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613140","ZCTA5 13140, New York","11","10","3","3","0","1","3","0","0","1","0","0","0","1","0","0","0"
"8710000US3613141","ZCTA5 13141, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613142","ZCTA5 13142, New York","15","9","2","3","2","1","0","1","0","6","1","2","3","0","0","0","0"
"8710000US3613143","ZCTA5 13143, New York","17","13","1","8","1","2","1","0","0","4","1","0","1","2","0","0","0"
"8710000US3613144","ZCTA5 13144, New York","8","6","1","1","0","2","1","0","1","2","0","0","1","1","0","0","0"
"8710000US3613145","ZCTA5 13145, New York","8","4","1","1","1","1","0","0","0","4","2","0","1","1","0","0","0"
"8710000US3613146","ZCTA5 13146, New York","7","5","1","3","1","0","0","0","0","2","2","0","0","0","0","0","0"
"8710000US3613147","ZCTA5 13147, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613148","ZCTA5 13148, New York","41","15","5","3","3","3","0","0","1","26","10","4","9","2","1","0","0"
"8710000US3613152","ZCTA5 13152, New York","9","6","0","2","1","2","1","0","0","3","2","1","0","0","0","0","0"
"8710000US3613153","ZCTA5 13153, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613155","ZCTA5 13155, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613156","ZCTA5 13156, New York","6","5","1","2","1","0","1","0","0","1","1","0","0","0","0","0","0"
"8710000US3613157","ZCTA5 13157, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613158","ZCTA5 13158, New York","8","4","2","1","0","0","0","0","1","4","0","2","0","1","1","0","0"
"8710000US3613159","ZCTA5 13159, New York","13","8","1","5","0","1","1","0","0","5","1","2","0","1","0","0","1"
"8710000US3613160","ZCTA5 13160, New York","4","1","0","0","1","0","0","0","0","3","0","1","0","1","1","0","0"
"8710000US3613162","ZCTA5 13162, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613163","ZCTA5 13163, New York","5","5","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613164","ZCTA5 13164, New York","5","2","0","0","2","0","0","0","0","3","0","1","1","1","0","0","0"
"8710000US3613165","ZCTA5 13165, New York","34","12","2","7","1","1","1","0","0","22","9","2","8","2","1","0","0"
"8710000US3613166","ZCTA5 13166, New York","14","10","5","1","0","2","0","0","2","4","1","1","0","1","1","0","0"
"8710000US3613167","ZCTA5 13167, New York","9","7","3","2","2","0","0","0","0","2","0","1","1","0","0","0","0"
"8710000US3613202","ZCTA5 13202, New York","66","1","1","0","0","0","0","0","0","65","33","9","7","5","5","1","5"
"8710000US3613203","ZCTA5 13203, New York","236","36","7","13","3","4","5","0","4","200","85","37","24","25","10","10","9"
"8710000US3613204","ZCTA5 13204, New York","286","52","9","15","8","11","3","2","4","234","50","58","46","41","21","8","10"
"8710000US3613205","ZCTA5 13205, New York","206","64","13","14","17","10","4","5","1","142","45","35","24","19","13","3","3"
"8710000US3613206","ZCTA5 13206, New York","177","57","10","15","12","13","5","2","0","120","40","37","20","13","6","3","1"
"8710000US3613207","ZCTA5 13207, New York","145","64","11","18","12","14","5","0","4","81","15","13","17","9","14","8","5"
"8710000US3613208","ZCTA5 13208, New York","246","50","10","12","10","10","5","2","1","196","40","44","39","30","28","6","9"
"8710000US3613209","ZCTA5 13209, New York","56","19","2","6","4","4","2","0","1","37","13","9","5","7","3","0","0"
"8710000US3613210","ZCTA5 13210, New York","233","39","11","12","6","2","6","2","0","194","75","54","30","16","10","6","3"
"8710000US3613211","ZCTA5 13211, New York","31","14","5","4","2","2","1","0","0","17","3","1","6","4","3","0","0"
"8710000US3613212","ZCTA5 13212, New York","53","23","4","4","3","5","3","2","2","30","6","8","10","3","3","0","0"
"8710000US3613214","ZCTA5 13214, New York","42","18","2","6","2","5","1","2","0","24","9","3","7","3","1","1","0"
"8710000US3613215","ZCTA5 13215, New York","40","24","1","6","5","7","5","0","0","16","7","7","2","0","0","0","0"
"8710000US3613219","ZCTA5 13219, New York","40","22","5","9","2","4","0","2","0","18","3","5","5","2","2","1","0"
"8710000US3613224","ZCTA5 13224, New York","87","31","7","10","3","4","5","2","0","56","20","13","14","6","2","1","0"
"8710000US3613290","ZCTA5 13290, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613301","ZCTA5 13301, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613302","ZCTA5 13302, New York","7","6","2","1","0","1","1","1","0","1","1","0","0","0","0","0","0"
"8710000US3613303","ZCTA5 13303, New York","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613304","ZCTA5 13304, New York","5","4","2","2","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613305","ZCTA5 13305, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613308","ZCTA5 13308, New York","9","8","1","4","3","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3613309","ZCTA5 13309, New York","7","6","2","4","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3613310","ZCTA5 13310, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613312","ZCTA5 13312, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613313","ZCTA5 13313, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613314","ZCTA5 13314, New York","3","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613315","ZCTA5 13315, New York","5","4","0","3","1","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3613316","ZCTA5 13316, New York","13","6","1","2","3","0","0","0","0","7","4","2","1","0","0","0","0"
"8710000US3613317","ZCTA5 13317, New York","15","11","3","2","4","0","1","1","0","4","1","2","1","0","0","0","0"
"8710000US3613318","ZCTA5 13318, New York","5","5","2","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613319","ZCTA5 13319, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613320","ZCTA5 13320, New York","5","4","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613321","ZCTA5 13321, New York","7","5","2","1","1","1","0","0","0","2","0","0","1","0","1","0","0"
