"GEO_ID","NAME","H016F001","H016F002","H016F003","H016F004","H016F005","H016F006","H016F007","H016F008","H016F009","H016F010","H016F011","H016F012","H016F013","H016F014","H016F015","H016F016","H016F017"
"8710000US3612801","ZCTA5 12801, New York","15","1","0","0","0","1","0","0","0","14","3","4","5","1","1","0","0"
"8710000US3612803","ZCTA5 12803, New York","7","2","0","0","1","1","0","0","0","5","1","1","2","1","0","0","0"
"8710000US3612804","ZCTA5 12804, New York","20","6","1","3","1","0","0","0","1","14","4","3","3","2","1","1","0"
"8710000US3612808","ZCTA5 12808, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612809","ZCTA5 12809, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612810","ZCTA5 12810, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612811","ZCTA5 12811, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612812","ZCTA5 12812, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612814","ZCTA5 12814, New York","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0"
"8710000US3612815","ZCTA5 12815, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612816","ZCTA5 12816, New York","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612817","ZCTA5 12817, New York","3","0","0","0","0","0","0","0","0","3","0","0","0","3","0","0","0"
"8710000US3612819","ZCTA5 12819, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612821","ZCTA5 12821, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612822","ZCTA5 12822, New York","3","1","0","0","0","0","0","1","0","2","0","0","0","1","0","0","1"
"8710000US3612823","ZCTA5 12823, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612824","ZCTA5 12824, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612827","ZCTA5 12827, New York","7","1","0","0","0","0","1","0","0","6","1","0","1","2","1","0","1"
"8710000US3612828","ZCTA5 12828, New York","12","6","1","2","0","1","2","0","0","6","2","0","1","2","0","1","0"
"8710000US3612831","ZCTA5 12831, New York","19","8","0","0","4","3","1","0","0","11","1","5","2","3","0","0","0"
"8710000US3612832","ZCTA5 12832, New York","3","1","0","0","0","0","0","0","1","2","0","1","0","0","1","0","0"
"8710000US3612833","ZCTA5 12833, New York","3","1","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612834","ZCTA5 12834, New York","6","3","1","0","0","0","1","0","1","3","0","1","1","0","1","0","0"
"8710000US3612835","ZCTA5 12835, New York","2","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"8710000US3612836","ZCTA5 12836, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612837","ZCTA5 12837, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612838","ZCTA5 12838, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612839","ZCTA5 12839, New York","12","0","0","0","0","0","0","0","0","12","2","3","1","4","2","0","0"
"8710000US3612841","ZCTA5 12841, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612842","ZCTA5 12842, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612843","ZCTA5 12843, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612844","ZCTA5 12844, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612845","ZCTA5 12845, New York","3","2","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0"
"8710000US3612846","ZCTA5 12846, New York","4","3","1","0","1","0","1","0","0","1","0","0","0","1","0","0","0"
"8710000US3612847","ZCTA5 12847, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612849","ZCTA5 12849, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612850","ZCTA5 12850, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612851","ZCTA5 12851, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612852","ZCTA5 12852, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612853","ZCTA5 12853, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612855","ZCTA5 12855, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612856","ZCTA5 12856, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612857","ZCTA5 12857, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612858","ZCTA5 12858, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612859","ZCTA5 12859, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612860","ZCTA5 12860, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612861","ZCTA5 12861, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612862","ZCTA5 12862, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612863","ZCTA5 12863, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612864","ZCTA5 12864, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612865","ZCTA5 12865, New York","6","3","0","2","0","1","0","0","0","3","1","1","0","0","1","0","0"
"8710000US3612866","ZCTA5 12866, New York","59","12","2","2","2","3","2","0","1","47","15","12","7","8","3","2","0"
"8710000US3612870","ZCTA5 12870, New York","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612871","ZCTA5 12871, New York","15","3","1","2","0","0","0","0","0","12","3","4","3","1","1","0","0"
"8710000US3612872","ZCTA5 12872, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612873","ZCTA5 12873, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612874","ZCTA5 12874, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612878","ZCTA5 12878, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612883","ZCTA5 12883, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612884","ZCTA5 12884, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3612885","ZCTA5 12885, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612886","ZCTA5 12886, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612887","ZCTA5 12887, New York","15","3","1","0","2","0","0","0","0","12","2","0","2","1","1","2","4"
"8710000US3612901","ZCTA5 12901, New York","59","15","3","4","3","3","2","0","0","44","10","13","7","7","2","1","4"
"8710000US3612903","ZCTA5 12903, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612910","ZCTA5 12910, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612911","ZCTA5 12911, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612912","ZCTA5 12912, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612913","ZCTA5 12913, New York","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612914","ZCTA5 12914, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612916","ZCTA5 12916, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612917","ZCTA5 12917, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612918","ZCTA5 12918, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612919","ZCTA5 12919, New York","2","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612920","ZCTA5 12920, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612921","ZCTA5 12921, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612922","ZCTA5 12922, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612923","ZCTA5 12923, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612924","ZCTA5 12924, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612926","ZCTA5 12926, New York","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3612927","ZCTA5 12927, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612928","ZCTA5 12928, New York","3","2","1","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612929","ZCTA5 12929, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612930","ZCTA5 12930, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612932","ZCTA5 12932, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612933","ZCTA5 12933, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612934","ZCTA5 12934, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612935","ZCTA5 12935, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612936","ZCTA5 12936, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612937","ZCTA5 12937, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612939","ZCTA5 12939, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612941","ZCTA5 12941, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612942","ZCTA5 12942, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612943","ZCTA5 12943, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612944","ZCTA5 12944, New York","2","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612945","ZCTA5 12945, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612946","ZCTA5 12946, New York","2","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612950","ZCTA5 12950, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612952","ZCTA5 12952, New York","2","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612953","ZCTA5 12953, New York","7","3","2","0","0","0","0","1","0","4","1","2","0","0","0","0","1"
"8710000US3612955","ZCTA5 12955, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612956","ZCTA5 12956, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612957","ZCTA5 12957, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3612958","ZCTA5 12958, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612959","ZCTA5 12959, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612960","ZCTA5 12960, New York","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612961","ZCTA5 12961, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612962","ZCTA5 12962, New York","3","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612964","ZCTA5 12964, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612965","ZCTA5 12965, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"8710000US3612966","ZCTA5 12966, New York","3","3","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612967","ZCTA5 12967, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612969","ZCTA5 12969, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612970","ZCTA5 12970, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612972","ZCTA5 12972, New York","4","1","0","0","0","0","1","0","0","3","0","0","3","0","0","0","0"
"8710000US3612973","ZCTA5 12973, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612974","ZCTA5 12974, New York","3","2","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0"
"8710000US3612975","ZCTA5 12975, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612976","ZCTA5 12976, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612977","ZCTA5 12977, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612978","ZCTA5 12978, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612979","ZCTA5 12979, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612980","ZCTA5 12980, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612981","ZCTA5 12981, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3612983","ZCTA5 12983, New York","4","1","0","1","0","0","0","0","0","3","1","1","1","0","0","0","0"
"8710000US3612985","ZCTA5 12985, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3612986","ZCTA5 12986, New York","3","1","0","0","0","1","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3612987","ZCTA5 12987, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612989","ZCTA5 12989, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612992","ZCTA5 12992, New York","3","1","0","1","0","0","0","0","0","2","1","0","1","0","0","0","0"
"8710000US3612993","ZCTA5 12993, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612996","ZCTA5 12996, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612997","ZCTA5 12997, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3612998","ZCTA5 12998, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613020","ZCTA5 13020, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613021","ZCTA5 13021, New York","55","13","1","6","4","1","1","0","0","42","14","4","8","8","1","4","3"
"8710000US3613024","ZCTA5 13024, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613026","ZCTA5 13026, New York","2","1","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3613027","ZCTA5 13027, New York","35","15","0","3","2","10","0","0","0","20","2","8","6","1","2","1","0"
"8710000US3613028","ZCTA5 13028, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613029","ZCTA5 13029, New York","3","1","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0"
"8710000US3613030","ZCTA5 13030, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613031","ZCTA5 13031, New York","20","7","2","2","0","1","1","0","1","13","2","1","5","4","1","0","0"
"8710000US3613032","ZCTA5 13032, New York","9","3","0","0","0","2","1","0","0","6","2","2","0","0","1","1","0"
"8710000US3613033","ZCTA5 13033, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613034","ZCTA5 13034, New York","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613035","ZCTA5 13035, New York","4","1","0","1","0","0","0","0","0","3","2","0","0","0","1","0","0"
"8710000US3613036","ZCTA5 13036, New York","3","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613037","ZCTA5 13037, New York","5","2","0","1","1","0","0","0","0","3","0","1","1","0","1","0","0"
"8710000US3613039","ZCTA5 13039, New York","14","11","1","3","2","2","1","0","2","3","1","1","0","0","1","0","0"
"8710000US3613040","ZCTA5 13040, New York","2","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","1"
"8710000US3613041","ZCTA5 13041, New York","16","14","1","1","1","6","5","0","0","2","0","0","0","1","1","0","0"
"8710000US3613042","ZCTA5 13042, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613044","ZCTA5 13044, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613045","ZCTA5 13045, New York","44","10","1","5","1","2","1","0","0","34","11","5","8","3","5","0","2"
"8710000US3613051","ZCTA5 13051, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613052","ZCTA5 13052, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613053","ZCTA5 13053, New York","16","4","0","2","0","2","0","0","0","12","3","1","0","7","0","0","1"
"8710000US3613054","ZCTA5 13054, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613057","ZCTA5 13057, New York","15","4","0","1","2","0","0","1","0","11","5","3","1","0","2","0","0"
"8710000US3613060","ZCTA5 13060, New York","8","5","1","2","1","0","0","0","1","3","1","0","0","0","0","1","1"
"8710000US3613061","ZCTA5 13061, New York","2","1","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3613062","ZCTA5 13062, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613063","ZCTA5 13063, New York","2","0","0","0","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3613064","ZCTA5 13064, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613066","ZCTA5 13066, New York","15","8","2","3","1","1","1","0","0","7","5","0","1","0","1","0","0"
"8710000US3613068","ZCTA5 13068, New York","7","3","0","0","2","1","0","0","0","4","1","2","0","0","0","1","0"
"8710000US3613069","ZCTA5 13069, New York","42","13","1","2","2","6","1","1","0","29","9","5","7","4","2","1","1"
"8710000US3613071","ZCTA5 13071, New York","2","0","0","0","0","0","0","0","0","2","0","1","1","0","0","0","0"
"8710000US3613072","ZCTA5 13072, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613073","ZCTA5 13073, New York","6","2","0","1","1","0","0","0","0","4","2","1","1","0","0","0","0"
"8710000US3613074","ZCTA5 13074, New York","2","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"8710000US3613076","ZCTA5 13076, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613077","ZCTA5 13077, New York","6","1","0","1","0","0","0","0","0","5","1","0","0","2","0","1","1"
"8710000US3613078","ZCTA5 13078, New York","7","5","2","1","1","0","1","0","0","2","1","0","1","0","0","0","0"
"8710000US3613080","ZCTA5 13080, New York","2","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1"
"8710000US3613081","ZCTA5 13081, New York","4","0","0","0","0","0","0","0","0","4","0","1","0","1","1","0","1"
"8710000US3613082","ZCTA5 13082, New York","2","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613083","ZCTA5 13083, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3613084","ZCTA5 13084, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613087","ZCTA5 13087, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613088","ZCTA5 13088, New York","34","10","1","3","3","2","1","0","0","24","5","5","5","3","4","2","0"
"8710000US3613090","ZCTA5 13090, New York","44","18","2","2","5","4","3","0","2","26","7","8","4","5","1","0","1"
"8710000US3613092","ZCTA5 13092, New York","2","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1"
"8710000US3613101","ZCTA5 13101, New York","2","1","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3613102","ZCTA5 13102, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613103","ZCTA5 13103, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613104","ZCTA5 13104, New York","5","1","0","0","1","0","0","0","0","4","0","3","0","0","0","1","0"
"8710000US3613108","ZCTA5 13108, New York","3","1","0","1","0","0","0","0","0","2","1","0","0","1","0","0","0"
"8710000US3613110","ZCTA5 13110, New York","2","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0"
"8710000US3613111","ZCTA5 13111, New York","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613112","ZCTA5 13112, New York","2","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3613113","ZCTA5 13113, New York","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613114","ZCTA5 13114, New York","6","3","0","0","1","0","2","0","0","3","0","0","2","1","0","0","0"
"8710000US3613115","ZCTA5 13115, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613116","ZCTA5 13116, New York","2","1","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"8710000US3613117","ZCTA5 13117, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613118","ZCTA5 13118, New York","3","2","0","0","0","0","0","0","2","1","0","0","1","0","0","0","0"
"8710000US3613120","ZCTA5 13120, New York","2","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0"
"8710000US3613122","ZCTA5 13122, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613123","ZCTA5 13123, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613124","ZCTA5 13124, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613126","ZCTA5 13126, New York","64","14","4","2","3","4","1","0","0","50","11","10","13","10","3","1","2"
"8710000US3613131","ZCTA5 13131, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613132","ZCTA5 13132, New York","2","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0"
"8710000US3613134","ZCTA5 13134, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613135","ZCTA5 13135, New York","2","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3613136","ZCTA5 13136, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613138","ZCTA5 13138, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613140","ZCTA5 13140, New York","3","1","0","0","0","0","1","0","0","2","0","0","0","0","1","0","1"
"8710000US3613141","ZCTA5 13141, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613142","ZCTA5 13142, New York","4","3","0","0","1","0","1","1","0","1","1","0","0","0","0","0","0"
"8710000US3613143","ZCTA5 13143, New York","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1"
"8710000US3613144","ZCTA5 13144, New York","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8710000US3613145","ZCTA5 13145, New York","3","2","1","1","0","0","0","0","0","1","0","0","1","0","0","0","0"
"8710000US3613146","ZCTA5 13146, New York","4","3","0","0","1","0","1","0","1","1","0","0","0","1","0","0","0"
"8710000US3613147","ZCTA5 13147, New York","14","0","0","0","0","0","0","0","0","14","0","1","2","5","3","2","1"
"8710000US3613148","ZCTA5 13148, New York","15","7","1","0","2","2","0","1","1","8","3","4","0","0","0","1","0"
"8710000US3613152","ZCTA5 13152, New York","2","0","0","0","0","0","0","0","0","2","0","0","1","1","0","0","0"
"8710000US3613153","ZCTA5 13153, New York","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"8710000US3613155","ZCTA5 13155, New York","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613156","ZCTA5 13156, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613157","ZCTA5 13157, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613158","ZCTA5 13158, New York","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"8710000US3613159","ZCTA5 13159, New York","6","2","0","1","1","0","0","0","0","4","0","0","3","1","0","0","0"
"8710000US3613160","ZCTA5 13160, New York","8","2","0","1","1","0","0","0","0","6","2","0","0","1","1","1","1"
"8710000US3613162","ZCTA5 13162, New York","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613163","ZCTA5 13163, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613164","ZCTA5 13164, New York","6","4","0","0","2","1","1","0","0","2","0","2","0","0","0","0","0"
"8710000US3613165","ZCTA5 13165, New York","14","6","1","2","1","1","1","0","0","8","2","4","1","0","1","0","0"
"8710000US3613166","ZCTA5 13166, New York","4","1","0","0","0","0","1","0","0","3","1","2","0","0","0","0","0"
"8710000US3613167","ZCTA5 13167, New York","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8710000US3613202","ZCTA5 13202, New York","52","0","0","0","0","0","0","0","0","52","20","11","11","5","3","2","0"
"8710000US3613203","ZCTA5 13203, New York","123","19","2","4","4","7","0","1","1","104","34","30","14","10","8","1","7"
"8710000US3613204","ZCTA5 13204, New York","463","69","9","16","13","19","7","1","4","394","77","94","75","62","40","18","28"
"8710000US3613205","ZCTA5 13205, New York","98","27","2","11","4","2","1","1","6","71","19","10","15","17","5","0","5"
"8710000US3613206","ZCTA5 13206, New York","79","12","3","2","3","2","1","0","1","67","16","17","11","8","9","5","1"
"8710000US3613207","ZCTA5 13207, New York","91","21","2","3","1","11","1","2","1","70","11","9","17","15","8","6","4"
"8710000US3613208","ZCTA5 13208, New York","149","32","5","12","5","2","4","2","2","117","31","34","17","17","7","5","6"
"8710000US3613209","ZCTA5 13209, New York","24","8","1","3","1","1","0","1","1","16","6","4","3","0","1","0","2"
"8710000US3613210","ZCTA5 13210, New York","115","11","4","2","1","3","1","0","0","104","28","37","18","8","5","7","1"
"8710000US3613211","ZCTA5 13211, New York","21","7","1","2","3","0","1","0","0","14","2","2","3","2","5","0","0"
"8710000US3613212","ZCTA5 13212, New York","27","9","1","1","1","2","1","1","2","18","4","6","3","0","2","2","1"
